ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height(cm),Weight(kg),Release Clause,Kit Number
172522,D. Wass,33,https://cdn.sofifa.net/players/172/522/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,79,79,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,11000000,55000,2170,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),SUB,,181,74,22600000,24.0
201519,J. Veretout,29,https://cdn.sofifa.net/players/201/519/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,79,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,15000000,42000,2170,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),SUB,,177,67,28500000,27.0
195864,P. Pogba,29,https://cdn.sofifa.net/players/195/864/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,85,85,Juventus,https://cdn.sofifa.net/teams/45/30.png,52500000,165000,2170,Right,4.0,4.0,5.0,Medium/ Low,Unique,RES,,191,84,89300000,10.0
208421,Saúl,27,https://cdn.sofifa.net/players/208/421/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,81,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,24000000,58000,2163,Left,3.0,4.0,3.0,Medium/ Medium,Lean (170-185),SUB,,184,75,51000000,17.0
231478,L. Martínez,24,https://cdn.sofifa.net/players/231/478/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,86,90,Inter,https://cdn.sofifa.net/teams/44/30.png,98500000,110000,2163,Right,3.0,4.0,4.0,High/ Medium,Unique,LS,,174,72,169900000,10.0
226226,G. Lo Celso,26,https://cdn.sofifa.net/players/226/226/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,83,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,31500000,100000,2162,Left,1.0,3.0,4.0,High/ Medium,Normal (170-185),RES,,177,68,62200000,18.0
201942,Roberto Firmino,30,https://cdn.sofifa.net/players/201/942/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,83,83,Liverpool,https://cdn.sofifa.net/teams/9/30.png,35500000,150000,2161,Right,3.0,4.0,5.0,High/ High,Unique,SUB,,181,76,65700000,9.0
20801,Cristiano Ronaldo,37,https://cdn.sofifa.net/players/020/801/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,90,90,Manchester United,https://cdn.sofifa.net/teams/11/30.png,41000000,220000,2159,Right,5.0,4.0,5.0,High/ Low,Unique,ST,,187,83,77900000,7.0
190871,Neymar Jr,30,https://cdn.sofifa.net/players/190/871/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,89,89,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,99500000,200000,2157,Right,5.0,5.0,5.0,High/ Medium,Unique,LW,,175,68,184100000,10.0
173731,G. Bale,32,https://cdn.sofifa.net/players/173/731/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,81,81,Los Angeles FC,https://cdn.sofifa.net/teams/112996/30.png,20500000,14000,2157,Left,4.0,3.0,4.0,Medium/ Medium,Unique,RS,,185,82,30800000,11.0
203551,A. Florenzi,31,https://cdn.sofifa.net/players/203/551/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,AC Milan,https://cdn.sofifa.net/teams/47/30.png,12500000,60000,2154,Right,3.0,4.0,3.0,High/ Medium,Unique,SUB,,173,67,21300000,25.0
13743,17 S. Gerrard,36,https://cdn.sofifa.net/players/013/743/17_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,81,81,LA Galaxy,https://cdn.sofifa.net/teams/697/30.png,1400000,10000,2154,Right,3.0,3.0,3.0,Medium/ Medium,Normal (170-185),RES,,183,83,0,8.0
212523,Anderson Talisca,28,https://cdn.sofifa.net/players/212/523/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,82,82,Al Nassr,https://cdn.sofifa.net/teams/112139/30.png,31000000,64000,2152,Left,2.0,4.0,4.0,High/ Low,Unique,CF,,190,80,52700000,94.0
208618,Lucas Vázquez,31,https://cdn.sofifa.net/players/208/618/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,81,81,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,18500000,140000,2152,Right,2.0,4.0,4.0,High/ Medium,Normal (170-185),SUB,,173,70,37900000,17.0
188152,Oscar,30,https://cdn.sofifa.net/players/188/152/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,81,81,Shanghai Port FC,https://cdn.sofifa.net/teams/112540/30.png,25000000,28000,2152,Right,3.0,3.0,4.0,High/ Medium,Lean (170-185),SUB,,179,70,38800000,8.0
251573,Renan Lodi,24,https://cdn.sofifa.net/players/251/573/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,29500000,46000,2151,Left,1.0,3.0,4.0,High/ Medium,Lean (170-185),SUB,,173,68,62700000,12.0
207439,L. Paredes,28,https://cdn.sofifa.net/players/207/439/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,80,80,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,18500000,79000,2150,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),RES,,180,75,34200000,8.0
165153,K. Benzema,34,https://cdn.sofifa.net/players/165/153/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,91,91,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,64000000,450000,2147,Right,4.0,4.0,4.0,Medium/ Medium,Normal (170-185),CF,,185,81,131199999,9.0
236791,A. Barák,27,https://cdn.sofifa.net/players/236/791/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,81,82,Hellas Verona,https://cdn.sofifa.net/teams/206/30.png,30000000,41000,2144,Left,1.0,3.0,4.0,High/ Medium,Normal (185+),RF,,190,86,53300000,7.0
241637,A. Tchouaméni,22,https://cdn.sofifa.net/players/241/637/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,82,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,61500000,145000,2142,Right,2.0,3.0,3.0,Medium/ High,Lean (185+),SUB,,187,81,138400000,18.0
183898,Á. Di María,34,https://cdn.sofifa.net/players/183/898/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,84,84,Juventus,https://cdn.sofifa.net/teams/45/30.png,20000000,160000,2142,Left,4.0,2.0,5.0,High/ Medium,Unique,RW,,180,69,34000000,22.0
207410,M. Kovačić,28,https://cdn.sofifa.net/players/207/410/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,84,84,Chelsea,https://cdn.sofifa.net/teams/5/30.png,42000000,155000,2141,Right,3.0,4.0,4.0,High/ High,Normal (170-185),SUB,,176,80,77700000,8.0
200104,H. Son,29,https://cdn.sofifa.net/players/200/104/23_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,101000000,240000,2141,Right,4.0,5.0,4.0,High/ Medium,Unique,LW,,183,78,191900000,7.0
214997,Á. Correa,27,https://cdn.sofifa.net/players/214/997/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,83,84,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,42500000,80000,2140,Right,2.0,4.0,4.0,High/ Medium,Normal (170-185),SUB,,171,70,90300000,10.0
192638,Marcos Alonso,31,https://cdn.sofifa.net/players/192/638/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,79,Chelsea,https://cdn.sofifa.net/teams/5/30.png,12500000,95000,2138,Left,2.0,3.0,3.0,High/ Low,Lean (185+),SUB,,188,85,23100000,3.0
180206,M. Pjanić,32,https://cdn.sofifa.net/players/180/206/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,81,81,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,20000000,145000,2137,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-185),SUB,,178,72,41000000,16.0
226162,E. Buendía,25,https://cdn.sofifa.net/players/226/162/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,80,82,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,26500000,84000,2136,Right,3.0,4.0,4.0,High/ High,Stocky (170-185),SUB,,172,65,52300000,10.0
135455,16 Maicon,33,https://cdn.sofifa.net/players/135/455/16_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,77,77,Roma,https://cdn.sofifa.net/teams/52/30.png,2900000,70000,2136,Right,3.0,3.0,2.0,High/ Medium,Normal (170-185),SUB,,184,77,0,13.0
236480,Y. Bissouma,25,https://cdn.sofifa.net/players/236/480/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,81,86,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,34500000,88000,2135,Right,1.0,3.0,4.0,High/ Medium,Lean (170-185),SUB,,182,80,68100000,38.0
176676,22 Marcelo,33,https://cdn.sofifa.net/players/176/676/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,9000000,125000,2134,Left,4.0,4.0,5.0,High/ Low,Unique,SUB,,174,75,18500000,12.0
189362,21 Hulk,33,https://cdn.sofifa.net/players/189/362/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Shanghai Port FC,https://cdn.sofifa.net/teams/112540/30.png,13000000,20000,2134,Left,4.0,3.0,4.0,High/ Low,Stocky (170-185),LW,,180,85,20800000,10.0
171579,Raúl García,35,https://cdn.sofifa.net/players/171/579/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,9000000,28000,2133,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),SUB,,184,83,18900000,22.0
252060,T. Pobega,22,https://cdn.sofifa.net/players/252/060/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,76,85,AC Milan,https://cdn.sofifa.net/teams/47/30.png,17000000,45000,2133,Left,1.0,4.0,3.0,High/ Medium,Normal (185+),SUB,,188,78,32299999,32.0
239231,Cucurella,23,https://cdn.sofifa.net/players/239/231/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,81,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,34500000,90000,2132,Left,1.0,3.0,3.0,High/ High,Normal (170-185),SUB,,172,66,66400000,32.0
168651,I. Rakitić,34,https://cdn.sofifa.net/players/168/651/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,82,82,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,14000000,39000,2131,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-185),SUB,,184,78,29400000,10.0
203535,T. Vilhena,27,https://cdn.sofifa.net/players/203/535/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,76,76,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,8000000,19000,2131,Left,2.0,4.0,3.0,High/ High,Stocky (170-185),SUB,,175,70,16800000,19.0
215798,M. Cornet,25,https://cdn.sofifa.net/players/215/798/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,78,81,West Ham United,https://cdn.sofifa.net/teams/19/30.png,18500000,63000,2130,Left,2.0,4.0,3.0,High/ Medium,Lean (170-185),SUB,,179,69,36500000,14.0
233419,Raphinha,25,https://cdn.sofifa.net/players/233/419/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,83,86,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,48000000,180000,2129,Left,2.0,4.0,4.0,High/ High,Lean (170-185),SUB,,176,68,102000000,22.0
230658,Arthur,25,https://cdn.sofifa.net/players/230/658/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,82,Juventus,https://cdn.sofifa.net/teams/45/30.png,26500000,100000,2129,Right,2.0,3.0,4.0,Medium/ Medium,Unique,SUB,,171,73,47000000,5.0
210008,A. Rabiot,27,https://cdn.sofifa.net/players/210/008/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,80,81,Juventus,https://cdn.sofifa.net/teams/45/30.png,24000000,105000,2126,Left,2.0,3.0,3.0,Medium/ Medium,Lean (185+),SUB,,192,80,42600000,25.0
203483,D. Klaassen,29,https://cdn.sofifa.net/players/203/483/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,79,Ajax,https://cdn.sofifa.net/teams/245/30.png,17000000,21000,2126,Right,2.0,3.0,3.0,High/ High,Normal (170-185),SUB,,179,70,23800000,6.0
192883,H. Mkhitaryan,33,https://cdn.sofifa.net/players/192/883/23_60.png,Armenia,https://cdn.sofifa.net/flags/am.png,81,81,Inter,https://cdn.sofifa.net/teams/44/30.png,16000000,74000,2125,Right,3.0,5.0,4.0,High/ Low,Normal (170-185),SUB,,177,75,26400000,22.0
248243,E. Camavinga,19,https://cdn.sofifa.net/players/248/243/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,38000000,78000,2125,Left,3.0,3.0,4.0,High/ High,Lean (170-185),SUB,,182,68,85500000,16.0
138412,J. Milner,36,https://cdn.sofifa.net/players/138/412/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,78,78,Liverpool,https://cdn.sofifa.net/teams/9/30.png,4400000,69000,2124,Right,2.0,4.0,3.0,Medium/ High,Stocky (170-185),SUB,,175,70,8100000,7.0
191740,Ander Herrera,32,https://cdn.sofifa.net/players/191/740/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,79,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,14000000,78000,2123,Right,3.0,4.0,3.0,High/ High,Lean (170-185),SUB,,182,71,25900000,21.0
246191,J. Álvarez,22,https://cdn.sofifa.net/players/246/191/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,78,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,32000000,100000,2122,Right,1.0,4.0,4.0,High/ High,Normal (170-185),SUB,,173,71,65599999,19.0
239085,E. Haaland,21,https://cdn.sofifa.net/players/239/085/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,88,94,Manchester City,https://cdn.sofifa.net/teams/10/30.png,148000000,220000,2120,Left,4.0,3.0,3.0,High/ Medium,Unique,ST,,195,94,303400000,9.0
239301,L. Martínez,24,https://cdn.sofifa.net/players/239/301/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,86,Manchester United,https://cdn.sofifa.net/teams/11/30.png,35000000,95000,2119,Left,2.0,3.0,3.0,Medium/ High,Normal (170-185),SUB,,178,77,69100000,6.0
184943,19 Ramires,31,https://cdn.sofifa.net/players/184/943/19_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Jiangsu FC,https://cdn.sofifa.net/teams/112162/30.png,10000000,30000,2119,Right,3.0,3.0,4.0,High/ High,Lean (170-185),SUB,,179,69,21500000,7.0
233064,M. Mount,23,https://cdn.sofifa.net/players/233/064/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,84,87,Chelsea,https://cdn.sofifa.net/teams/5/30.png,57500000,130000,2119,Right,3.0,4.0,3.0,High/ High,Lean (170-185),RW,,180,74,110700000,19.0
189271,F. Coquelin,31,https://cdn.sofifa.net/players/189/271/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,80,80,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,17500000,39000,2119,Right,2.0,4.0,3.0,Medium/ High,Normal (170-185),SUB,,176,74,36800000,19.0
199304,Danilo,30,https://cdn.sofifa.net/players/199/304/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Juventus,https://cdn.sofifa.net/teams/45/30.png,18000000,95000,2118,Right,2.0,4.0,3.0,Medium/ High,Lean (170-185),SUB,,184,78,30600000,6.0
221363,D. van de Beek,25,https://cdn.sofifa.net/players/221/363/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,25500000,105000,2118,Right,3.0,3.0,3.0,High/ Medium,Unique,SUB,,184,74,50400000,34.0
208830,J. Vardy,35,https://cdn.sofifa.net/players/208/830/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,85,85,Leicester City,https://cdn.sofifa.net/teams/95/30.png,23000000,110000,2118,Right,3.0,4.0,3.0,High/ Medium,Unique,ST,,179,74,43700000,9.0
253727,L. Provod,25,https://cdn.sofifa.net/players/253/727/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,75,80,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,8000000,1000,2117,Left,1.0,4.0,3.0,High/ High,Normal (185+),SUB,,189,84,18200000,17.0
229927,Gerson,25,https://cdn.sofifa.net/players/229/927/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,82,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,19500000,38000,2117,Left,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),RF,,184,76,38500000,8.0
200610,K. Volland,29,https://cdn.sofifa.net/players/200/610/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,82,82,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,30500000,76000,2116,Left,2.0,4.0,3.0,High/ High,Stocky (170-185),SUB,,179,85,58000000,31.0
223273,M. Pašalić,27,https://cdn.sofifa.net/players/223/273/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,81,81,Atalanta,https://cdn.sofifa.net/teams/39/30.png,27500000,60000,2115,Right,2.0,4.0,4.0,Medium/ Medium,Normal (185+),RF,,188,82,46800000,88.0
225201,Álex Berenguer,26,https://cdn.sofifa.net/players/225/201/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,23000000,33000,2114,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),SUB,,175,73,48300000,7.0
242444,João Félix,22,https://cdn.sofifa.net/players/242/444/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,84,90,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,68500000,78000,2110,Right,2.0,4.0,5.0,Medium/ Medium,Unique,LS,,181,70,154100000,7.0
184200,M. Arnautović,33,https://cdn.sofifa.net/players/184/200/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,82,82,Bologna,https://cdn.sofifa.net/teams/189/30.png,19500000,51000,2110,Right,3.0,4.0,4.0,Medium/ Low,Normal (185+),ST,,192,83,33200000,9.0
231943,Richarlison,25,https://cdn.sofifa.net/players/231/943/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,81,84,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,34500000,105000,2109,Right,3.0,5.0,4.0,High/ Medium,Normal (170-185),SUB,,181,71,68100000,9.0
