ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height(cm),Weight(kg),Release Clause,Kit Number
218667,Bernardo Silva,27,https://cdn.sofifa.net/players/218/667/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,88,88,Manchester City,https://cdn.sofifa.net/teams/10/30.png,97500000,260000,2185,Left,2.0,3.0,4.0,High/ High,Lean (170-185),LCM,,173,64,180400000,20.0
234153,Carlos Soler,25,https://cdn.sofifa.net/players/234/153/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,88,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,53000000,51000,2183,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),LCM,,180,76,115300000,10.0
252371,J. Bellingham,19,https://cdn.sofifa.net/players/252/371/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,84,91,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,81500000,41000,2182,Right,2.0,4.0,4.0,High/ High,Lean (185+),LDM,,186,75,154900000,22.0
201455,G. Kondogbia,29,https://cdn.sofifa.net/players/201/455/23_60.png,Central African Republic,https://cdn.sofifa.net/flags/cf.png,82,82,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,29500000,71000,2181,Left,2.0,3.0,3.0,Medium/ High,Lean (185+),CDM,,188,80,60500000,4.0
269765,S. Obisanya,22,https://cdn.sofifa.net/players/269/765/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,81,88,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,52500000,55000,2176,Right,1.0,3.0,3.0,High/ High,Lean (185+),RM,,185,77,110300000,24.0
235008,L. Robertone,25,https://cdn.sofifa.net/players/235/008/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,80,Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/30.png,10500000,24000,2173,Right,1.0,4.0,4.0,Medium/ High,Normal (170-185),LCM,,175,70,23900000,5.0
208128,H. Çalhanoğlu,28,https://cdn.sofifa.net/players/208/128/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,84,84,Inter,https://cdn.sofifa.net/teams/44/30.png,42000000,100000,2172,Right,3.0,4.0,4.0,High/ High,Normal (170-185),LCM,,178,76,69300000,20.0
224293,Rúben Neves,25,https://cdn.sofifa.net/players/224/293/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,83,86,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,47500000,105000,2171,Right,2.0,4.0,3.0,Low/ High,Normal (170-185),RCM,,180,80,93800000,8.0
173030,Ó. Trejo,34,https://cdn.sofifa.net/players/173/030/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,79,Rayo Vallecano,https://cdn.sofifa.net/teams/480/30.png,8000000,25000,2171,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),CAM,,180,79,16800000,8.0
211748,K. Demirbay,28,https://cdn.sofifa.net/players/211/748/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,81,81,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,25500000,65000,2171,Left,2.0,4.0,4.0,High/ Medium,Normal (170-185),LDM,,183,71,43400000,10.0
240679,T. Koopmeiners,24,https://cdn.sofifa.net/players/240/679/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,84,Atalanta,https://cdn.sofifa.net/teams/39/30.png,30000000,49000,2170,Left,2.0,2.0,3.0,Medium/ Medium,Normal (170-185),LCM,,183,77,53300000,7.0
209499,Fabinho,28,https://cdn.sofifa.net/players/209/499/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,87,88,Liverpool,https://cdn.sofifa.net/teams/9/30.png,77000000,185000,2165,Right,3.0,2.0,3.0,Medium/ High,Unique,CDM,,188,78,148200000,3.0
189513,Parejo,33,https://cdn.sofifa.net/players/189/513/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,86,86,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,42000000,64000,2162,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),LCM,,182,74,88200000,5.0
212242,R. Andrich,27,https://cdn.sofifa.net/players/212/242/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,81,82,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,26500000,57000,2156,Right,2.0,4.0,3.0,High/ High,Normal (185+),RDM,,187,83,47000000,8.0
225375,K. Laimer,25,https://cdn.sofifa.net/players/225/375/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,83,84,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,38500000,64000,2156,Right,2.0,3.0,3.0,Medium/ High,Lean (170-185),LDM,,180,72,68300000,20.0
188350,M. Reus,33,https://cdn.sofifa.net/players/188/350/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,85,85,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,33500000,78000,2154,Right,4.0,4.0,4.0,High/ Medium,Unique,CAM,,180,71,57000000,11.0
206511,M. Arnold,28,https://cdn.sofifa.net/players/206/511/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,80,81,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,20500000,51000,2154,Left,2.0,2.0,3.0,High/ Medium,Normal (170-185),RDM,,184,74,36400000,27.0
215914,N. Kanté,31,https://cdn.sofifa.net/players/215/914/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,89,89,Chelsea,https://cdn.sofifa.net/teams/5/30.png,72000000,220000,2154,Right,4.0,3.0,2.0,Medium/ High,Unique,RCM,,168,70,133199999,7.0
208418,Y. Carrasco,28,https://cdn.sofifa.net/players/208/418/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,85,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,54500000,90000,2153,Right,3.0,4.0,4.0,High/ High,Lean (185+),LM,,185,73,111700000,21.0
195272,M. Faraoni,30,https://cdn.sofifa.net/players/195/272/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,78,78,Hellas Verona,https://cdn.sofifa.net/teams/206/30.png,12000000,27000,2151,Right,1.0,4.0,3.0,High/ High,Normal (170-185),RM,,180,71,20400000,5.0
205686,T. Savanier,30,https://cdn.sofifa.net/players/205/686/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Montpellier Hérault SC,https://cdn.sofifa.net/teams/70/30.png,25000000,33000,2150,Right,2.0,5.0,4.0,High/ Medium,Normal (170-185),CAM,,172,69,47500000,11.0
212207,N. Stanciu,29,https://cdn.sofifa.net/players/212/207/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,79,79,Wuhan Three Towns,https://cdn.sofifa.net/teams/116361/30.png,17000000,26000,2150,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-),LCM,,170,63,26400000,43.0
205569,J. Ward-Prowse,27,https://cdn.sofifa.net/players/205/569/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,81,82,Southampton,https://cdn.sofifa.net/teams/17/30.png,29500000,69000,2149,Right,2.0,3.0,3.0,High/ High,Normal (170-185),RCM,,173,66,58300000,8.0
178518,R. Nainggolan,34,https://cdn.sofifa.net/players/178/518/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,76,76,Royal Antwerp FC,https://cdn.sofifa.net/teams/230/30.png,3500000,22000,2147,Right,3.0,3.0,3.0,Medium/ Low,Unique,RCM,,177,89,5300000,4.0
182521,T. Kroos,32,https://cdn.sofifa.net/players/182/521/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,88,88,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,72000000,310000,2147,Right,4.0,5.0,3.0,Medium/ Medium,Normal (170-185),LCM,,183,76,147600000,8.0
178562,É. Banega,34,https://cdn.sofifa.net/players/178/562/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,81,Al Shabab,https://cdn.sofifa.net/teams/111674/30.png,12000000,47000,2145,Right,3.0,4.0,4.0,Medium/ Medium,Normal (170-185),RCM,,176,78,20400000,10.0
209989,T. Partey,29,https://cdn.sofifa.net/players/209/989/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,84,84,Arsenal,https://cdn.sofifa.net/teams/1/30.png,36000000,115000,2143,Right,2.0,3.0,3.0,Medium/ High,Lean (185+),RCM,,185,77,68400000,5.0
189596,T. Müller,32,https://cdn.sofifa.net/players/189/596/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,87,87,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,63000000,115000,2140,Right,4.0,4.0,3.0,High/ High,Lean (185+),CAM,,185,76,104000000,25.0
189125,G. Bonaventura,32,https://cdn.sofifa.net/players/189/125/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,78,78,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,11000000,52000,2136,Right,2.0,3.0,4.0,High/ Medium,Normal (170-185),RCM,,181,75,18700000,5.0
171877,M. Hamšík,34,https://cdn.sofifa.net/players/171/877/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,80,80,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,9500000,45000,2135,Right,3.0,5.0,4.0,High/ Medium,Normal (170-185),LCM,,183,73,18100000,17.0
231866,Rodri,26,https://cdn.sofifa.net/players/231/866/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,87,89,Manchester City,https://cdn.sofifa.net/teams/10/30.png,88500000,200000,2133,Right,3.0,4.0,3.0,Medium/ High,Normal (185+),CDM,,191,82,170400000,16.0
247090,E. Fernández,21,https://cdn.sofifa.net/players/247/090/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,78,87,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,31500000,12000,2133,Right,1.0,4.0,3.0,High/ High,Normal (170-185),LCM,,180,77,69300000,13.0
198164,Jonathan Viera,32,https://cdn.sofifa.net/players/198/164/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,16500000,14000,2131,Right,2.0,4.0,4.0,High/ Medium,Lean (170-185),CAM,,171,67,26400000,21.0
205498,Jorginho,30,https://cdn.sofifa.net/players/205/498/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,85,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,51500000,165000,2128,Right,2.0,3.0,3.0,Medium/ Medium,Lean (170-185),LCM,,180,68,95300000,5.0
210881,J. McGinn,27,https://cdn.sofifa.net/players/210/881/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,79,80,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,20000000,83000,2127,Left,2.0,2.0,3.0,High/ High,Normal (170-185),RCM,,178,68,39500000,7.0
236496,M. Guendouzi,23,https://cdn.sofifa.net/players/236/496/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,80,86,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,33000000,41000,2127,Right,1.0,3.0,4.0,Medium/ High,Lean (185+),LCM,,185,68,69300000,6.0
198031,Sérgio Oliveira,30,https://cdn.sofifa.net/players/198/031/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,79,79,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,17000000,70000,2127,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),RCM,,181,78,32299999,27.0
216594,N. Fekir,28,https://cdn.sofifa.net/players/216/594/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,85,85,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,54500000,48000,2126,Left,3.0,4.0,4.0,High/ Medium,Stocky (170-185),CAM,,173,75,114500000,8.0
210406,P. Zieliński,28,https://cdn.sofifa.net/players/210/406/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,83,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,36500000,78000,2125,Right,3.0,5.0,4.0,Medium/ Medium,Lean (170-185),LCM,,180,75,62100000,20.0
226271,Fabián,26,https://cdn.sofifa.net/players/226/271/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,85,Napoli,https://cdn.sofifa.net/teams/48/30.png,44500000,75000,2125,Left,2.0,3.0,4.0,Medium/ Medium,Normal (185+),RCM,,189,70,79000000,8.0
156519,H. Herrera,32,https://cdn.sofifa.net/players/156/519/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,80,80,Houston Dynamo,https://cdn.sofifa.net/teams/698/30.png,16500000,12000,2123,Right,3.0,4.0,3.0,Medium/ Medium,Normal (185+),LCM,,185,78,23900000,16.0
223874,V. Rongier,27,https://cdn.sofifa.net/players/223/874/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,78,79,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,16000000,40000,2121,Right,2.0,4.0,3.0,Medium/ Medium,Lean (170-185),RCM,,172,70,31600000,21.0
222077,M. Locatelli,24,https://cdn.sofifa.net/players/222/077/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,82,86,Juventus,https://cdn.sofifa.net/teams/45/30.png,40000000,37000,2120,Right,2.0,4.0,3.0,Medium/ High,Lean (185+),CDM,U.S. Sassuolo Calcio,185,75,0,27.0
229752,D. Sow,25,https://cdn.sofifa.net/players/229/752/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,80,82,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,26500000,34000,2119,Right,2.0,4.0,3.0,Medium/ High,Lean (170-185),RCM,,184,76,47000000,8.0
216320,S. Fofana,27,https://cdn.sofifa.net/players/216/320/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,81,81,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,27500000,43000,2118,Right,2.0,4.0,4.0,High/ High,Normal (185+),LCM,,185,74,52300000,8.0
233029,R. Aliendro,31,https://cdn.sofifa.net/players/233/029/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,76,River Plate,https://cdn.sofifa.net/teams/1876/30.png,6000000,17000,2116,Right,1.0,3.0,4.0,High/ High,Normal (170-185),RCM,,173,72,8400000,27.0
146954,18 Gabi,33,https://cdn.sofifa.net/players/146/954/18_60.png,Spain,https://cdn.sofifa.net/flags/es.png,81,81,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,10500000,60000,2116,Right,3.0,3.0,2.0,Medium/ High,Normal (170-185),RCM,,181,74,21500000,14.0
210411,Otávio,27,https://cdn.sofifa.net/players/210/411/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,82,82,FC Porto,https://cdn.sofifa.net/teams/236/30.png,32500000,21000,2116,Right,1.0,3.0,4.0,High/ High,Normal (170-185),RM,,171,67,65000000,25.0
269760,R. Kent,40,https://cdn.sofifa.net/players/269/760/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,83,83,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,0,45000,2114,Left,1.0,3.0,3.0,High/ High,Normal (170-185),LCM,,182,82,0,6.0
234568,Gedson Fernandes,23,https://cdn.sofifa.net/players/234/568/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,77,81,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,15000000,42000,2114,Right,1.0,3.0,3.0,High/ High,Lean (170-185),LDM,,181,71,31100000,83.0
223959,L. Torreira,26,https://cdn.sofifa.net/players/223/959/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,81,83,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,28500000,73000,2114,Right,2.0,3.0,3.0,Medium/ High,Normal (170-),LCM,,166,60,56300000,5.0
227236,A. Zambo Anguissa,26,https://cdn.sofifa.net/players/227/236/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,81,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,28500000,58000,2113,Right,1.0,3.0,3.0,Medium/ Low,Normal (170-185),CDM,,184,78,50600000,99.0
222558,R. Karsdorp,27,https://cdn.sofifa.net/players/222/558/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,81,Roma,https://cdn.sofifa.net/teams/52/30.png,22000000,63000,2112,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),RM,,184,80,39100000,2.0
208461,M. de Roon,31,https://cdn.sofifa.net/players/208/461/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,80,Atalanta,https://cdn.sofifa.net/teams/39/30.png,15000000,51000,2111,Right,3.0,3.0,3.0,Medium/ High,Normal (185+),RCM,,185,76,25500000,15.0
211093,C. McGregor,29,https://cdn.sofifa.net/players/211/093/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,77,77,Celtic,https://cdn.sofifa.net/teams/78/30.png,9000000,50000,2111,Left,1.0,4.0,4.0,High/ High,Normal (170-185),CDM,,178,74,16200000,42.0
162347,João Moutinho,35,https://cdn.sofifa.net/players/162/347/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,81,81,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,10500000,70000,2111,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-),LCM,,170,61,20000000,28.0
162240,22 M. Dembélé,33,https://cdn.sofifa.net/players/162/240/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,79,79,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,11000000,21000,2111,Left,3.0,2.0,4.0,High/ High,Normal (185+),LCM,,185,85,17100000,8.0
247851,Bruno Guimarães,24,https://cdn.sofifa.net/players/247/851/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,81,86,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,38500000,88000,2110,Right,2.0,2.0,3.0,High/ High,Normal (170-185),CDM,,182,74,76000000,39.0
