ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height(cm),Weight(kg),Release Clause,Kit Number
243576,Pedro Porro,22,https://cdn.sofifa.net/players/243/576/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,81,87,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,38500000,15000,2144,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),RWB,,173,69,84700000,24.0
164169,19 Filipe Luís,32,https://cdn.sofifa.net/players/164/169/19_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,85,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,21500000,80000,2141,Left,3.0,3.0,3.0,High/ Medium,Lean (170-185),LB,,182,74,44100000,3.0
155862,Sergio Ramos,36,https://cdn.sofifa.net/players/155/862/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,84,84,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,7500000,75000,2137,Right,4.0,3.0,3.0,High/ Medium,Unique,RCB,,184,82,13900000,4.0
217870,G. Di Lorenzo,28,https://cdn.sofifa.net/players/217/870/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,82,82,Napoli,https://cdn.sofifa.net/teams/48/30.png,27500000,66000,2135,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),RB,,183,83,46800000,22.0
227813,O. Zinchenko,25,https://cdn.sofifa.net/players/227/813/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,79,82,Arsenal,https://cdn.sofifa.net/teams/1/30.png,21500000,73000,2133,Left,2.0,3.0,3.0,High/ Medium,Lean (170-185),LB,,175,64,42500000,35.0
230256,Adryan Zonta,30,https://cdn.sofifa.net/players/230/256/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,81,81,RB Bragantino,https://cdn.sofifa.net/teams/112472/30.png,22000000,23000,2133,Left,1.0,4.0,2.0,Medium/ Medium,Normal (170-185),LB,,172,68,41800000,7.0
240709,R. Baku,24,https://cdn.sofifa.net/players/240/709/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,80,84,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,30000000,46000,2122,Right,2.0,4.0,3.0,High/ Medium,Normal (170-185),RB,,176,75,53300000,20.0
203376,V. van Dijk,30,https://cdn.sofifa.net/players/203/376/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,90,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,98000000,230000,2117,Right,4.0,3.0,2.0,Medium/ High,Unique,LCB,,193,92,181300000,4.0
204539,L. Advíncula,32,https://cdn.sofifa.net/players/204/539/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,76,76,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,5000000,16000,2108,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),RB,,180,80,7000000,17.0
229984,B. Chilwell,25,https://cdn.sofifa.net/players/229/984/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,82,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,37000000,110000,2106,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),LWB,,180,77,71200000,21.0
204963,Carvajal,30,https://cdn.sofifa.net/players/204/963/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,84,84,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,36500000,185000,2105,Right,3.0,3.0,3.0,High/ Medium,Unique,RB,,173,73,74800000,2.0
236401,N. Mazraoui,24,https://cdn.sofifa.net/players/236/401/23_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,82,86,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,40500000,59000,2105,Right,2.0,3.0,3.0,High/ Low,Lean (170-185),RB,,183,62,69900000,40.0
230183,Gerson Armão,22,https://cdn.sofifa.net/players/230/183/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,Internacional,https://cdn.sofifa.net/teams/1048/30.png,15000000,24000,2101,Left,1.0,5.0,3.0,High/ High,Normal (185+),LB,,186,73,28500000,4.0
191043,Alex Sandro,31,https://cdn.sofifa.net/players/191/043/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Juventus,https://cdn.sofifa.net/teams/45/30.png,15500000,95000,2101,Left,3.0,3.0,3.0,High/ Medium,Unique,LB,,180,80,26400000,12.0
202371,T. Meunier,30,https://cdn.sofifa.net/players/202/371/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,78,78,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,12000000,41000,2096,Right,2.0,4.0,3.0,High/ Medium,Normal (185+),RB,,191,90,20400000,24.0
193352,R. Rodríguez,29,https://cdn.sofifa.net/players/193/352/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,74,74,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,3500000,33000,2096,Left,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),LCB,,182,77,6300000,13.0
217036,Álex Moreno,29,https://cdn.sofifa.net/players/217/036/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,18500000,29000,2096,Left,1.0,3.0,3.0,High/ Medium,Lean (170-185),LB,,179,68,38900000,15.0
195861,Y. Rakitskyi,32,https://cdn.sofifa.net/players/195/861/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,79,79,Adana Demirspor,https://cdn.sofifa.net/teams/101016/30.png,11500000,25000,2094,Left,2.0,3.0,3.0,High/ Medium,Normal (185+),LCB,,185,83,23000000,44.0
146530,22 Dani Alves,38,https://cdn.sofifa.net/players/146/530/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,77,77,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,2300000,71000,2091,Right,4.0,3.0,4.0,High/ Medium,Normal (170-185),RB,,172,70,4700000,8.0
211688,Gayà,27,https://cdn.sofifa.net/players/211/688/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,83,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,32000000,44000,2090,Left,3.0,3.0,4.0,High/ Medium,Lean (170-185),LB,,172,66,69600000,14.0
207865,Marquinhos,28,https://cdn.sofifa.net/players/207/865/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,88,90,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,92000000,170000,2082,Right,3.0,3.0,3.0,Medium/ High,Normal (170-185),CB,,183,75,177100000,5.0
205988,L. Shaw,26,https://cdn.sofifa.net/players/205/988/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,80,81,Manchester United,https://cdn.sofifa.net/teams/11/30.png,22500000,105000,2082,Left,2.0,2.0,3.0,Medium/ Medium,Stocky (170-185),LB,,181,75,44400000,23.0
197853,22 S. Aurier,28,https://cdn.sofifa.net/players/197/853/22_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,79,79,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,16000000,35000,2081,Right,2.0,3.0,3.0,High/ Medium,Stocky (170-185),RB,,174,74,33600000,25.0
208364,Clinton Mata,29,https://cdn.sofifa.net/players/208/364/23_60.png,Angola,https://cdn.sofifa.net/flags/ao.png,79,79,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,15500000,30000,2080,Right,1.0,3.0,3.0,High/ High,Normal (170-185),RCB,,180,73,21700000,77.0
203843,D. Suárez,34,https://cdn.sofifa.net/players/203/843/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,77,77,Getafe CF,https://cdn.sofifa.net/teams/1860/30.png,3900000,26000,2078,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),RB,,173,68,8199999,22.0
230360,Hediselton,22,https://cdn.sofifa.net/players/230/360/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,78,78,RB Bragantino,https://cdn.sofifa.net/teams/112472/30.png,15000000,16000,2078,Right,1.0,3.0,4.0,Medium/ Medium,Normal (170-185),RB,,176,75,28500000,2.0
167905,21 A. Valencia,34,https://cdn.sofifa.net/players/167/905/21_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,78,78,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,5000000,13000,2077,Right,2.0,2.0,3.0,Medium/ Medium,Stocky (170-185),RB,,180,88,8300000,14.0
171875,C. Erkin,33,https://cdn.sofifa.net/players/171/875/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,72,72,Fatih Karagümrük S.K.,https://cdn.sofifa.net/teams/111117/30.png,1200000,16000,2074,Left,2.0,2.0,3.0,High/ Low,Lean (170-185),LB,,181,72,2400000,88.0
244470,V. Coufal,29,https://cdn.sofifa.net/players/244/470/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,80,80,West Ham United,https://cdn.sofifa.net/teams/19/30.png,18500000,73000,2072,Right,1.0,3.0,3.0,High/ High,Normal (170-185),RB,,175,76,35200000,5.0
211256,N. Tagliafico,29,https://cdn.sofifa.net/players/211/256/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,81,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,22500000,72000,2072,Left,3.0,2.0,3.0,Medium/ High,Normal (170-185),LB,,172,65,42800000,3.0
212187,P. Max,28,https://cdn.sofifa.net/players/212/187/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,77,77,PSV,https://cdn.sofifa.net/teams/247/30.png,9500000,18000,2071,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),LB,,177,77,13300000,31.0
233301,R. Kristensen,24,https://cdn.sofifa.net/players/233/301/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,77,82,Leeds United,https://cdn.sofifa.net/teams/8/30.png,15000000,31000,2070,Right,1.0,4.0,3.0,High/ High,Normal (185+),RB,,187,70,29600000,25.0
190815,D. Blind,32,https://cdn.sofifa.net/players/190/815/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,80,Ajax,https://cdn.sofifa.net/teams/245/30.png,13500000,20000,2069,Left,3.0,3.0,3.0,Medium/ Medium,Normal (170-185),LCB,,180,72,18900000,17.0
224031,A. Marušić,29,https://cdn.sofifa.net/players/224/031/23_60.png,Montenegro,https://cdn.sofifa.net/flags/me.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,15500000,51000,2069,Right,2.0,4.0,3.0,Low/ High,Normal (185+),LB,,185,85,26400000,77.0
230347,Welington Dano,22,https://cdn.sofifa.net/players/230/347/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,81,81,Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/30.png,27500000,37000,2068,Left,1.0,4.0,4.0,Medium/ Medium,Lean (170-185),LB,,178,69,49500000,21.0
252145,Nuno Mendes,20,https://cdn.sofifa.net/players/252/145/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,80,88,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,44000000,54000,2065,Left,1.0,4.0,3.0,High/ Medium,Lean (170-185),LWB,,176,70,90200000,25.0
184432,Azpilicueta,32,https://cdn.sofifa.net/players/184/432/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,82,Chelsea,https://cdn.sofifa.net/teams/5/30.png,20000000,115000,2063,Right,3.0,3.0,2.0,Medium/ Medium,Normal (170-185),RCB,,178,77,37000000,28.0
224423,M. Wittek,26,https://cdn.sofifa.net/players/224/423/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,75,77,Vitesse,https://cdn.sofifa.net/teams/1909/30.png,6500000,15000,2061,Left,1.0,3.0,3.0,High/ Medium,Normal (170-185),LWB,,173,70,9900000,32.0
224196,R. Bensebaini,27,https://cdn.sofifa.net/players/224/196/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,78,79,Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/30.png,15000000,28000,2059,Left,2.0,4.0,3.0,High/ Medium,Normal (185+),LB,,187,85,26600000,25.0
204614,Mário Rui,31,https://cdn.sofifa.net/players/204/614/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,78,78,Napoli,https://cdn.sofifa.net/teams/48/30.png,10000000,47000,2057,Left,2.0,3.0,3.0,High/ Medium,Lean (170-),LB,,170,67,17000000,6.0
236703,D. Raum,24,https://cdn.sofifa.net/players/236/703/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,81,85,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,34500000,49000,2057,Left,1.0,2.0,3.0,High/ Medium,Normal (170-185),LB,,180,75,61200000,17.0
201119,Ismaily,32,https://cdn.sofifa.net/players/201/119/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,12000000,35000,2054,Left,2.0,2.0,4.0,High/ Medium,Stocky (170-185),LB,,177,82,22800000,31.0
213874,Thiago Mendes,30,https://cdn.sofifa.net/players/213/874/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,76,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,6500000,48000,2053,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),RCB,,177,75,12400000,23.0
257771,J. Juranović,26,https://cdn.sofifa.net/players/257/771/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,75,78,Celtic,https://cdn.sofifa.net/teams/78/30.png,7000000,42000,2052,Right,1.0,4.0,2.0,High/ High,Normal (170-185),RB,,173,68,13100000,88.0
202562,J. Roussillon,29,https://cdn.sofifa.net/players/202/562/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,76,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,6500000,38000,2051,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),LB,,175,80,11100000,15.0
112316,20 J. Mathieu,35,https://cdn.sofifa.net/players/112/316/20_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,5500000,13000,2049,Left,3.0,2.0,2.0,High/ Medium,Normal (185+),LCB,,189,84,11000000,22.0
171688,21 Fábio Coentrão,32,https://cdn.sofifa.net/players/171/688/21_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,75,75,Rio Ave FC,https://cdn.sofifa.net/teams/744/30.png,3900000,10000,2049,Left,3.0,2.0,4.0,High/ High,Lean (170-185),LB,,179,66,8199999,17.0
227174,M. Cash,24,https://cdn.sofifa.net/players/227/174/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,79,84,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,24500000,65000,2048,Right,2.0,2.0,3.0,High/ Medium,Normal (170-185),RB,,179,74,48400000,2.0
212138,P. Frankowski,27,https://cdn.sofifa.net/players/212/138/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,76,77,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,8000000,28000,2046,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),RWB,,175,70,15800000,29.0
198141,Marc Bartra,31,https://cdn.sofifa.net/players/198/141/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,81,81,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,17500000,30000,2044,Right,3.0,3.0,3.0,High/ Medium,Lean (170-185),RCB,,184,73,36800000,5.0
179944,21 David Luiz,33,https://cdn.sofifa.net/players/179/944/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,Arsenal,https://cdn.sofifa.net/teams/1/30.png,8500000,76000,2043,Right,4.0,3.0,3.0,Medium/ Medium,Normal (185+),RCB,,189,86,16200000,23.0
173208,D. Criscito,35,https://cdn.sofifa.net/players/173/208/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,75,75,Toronto FC,https://cdn.sofifa.net/teams/111651/30.png,1500000,6000,2043,Left,2.0,3.0,3.0,Medium/ High,Lean (170-185),LB,,183,75,2300000,44.0
231591,Javi Galán,27,https://cdn.sofifa.net/players/231/591/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,RC Celta de Vigo,https://cdn.sofifa.net/teams/450/30.png,20500000,28000,2042,Left,1.0,2.0,3.0,High/ Medium,Normal (170-185),LB,,172,70,43100000,17.0
219789,H. Traoré,30,https://cdn.sofifa.net/players/219/789/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,80,80,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,18000000,50000,2042,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),RB,,175,71,34200000,27.0
241509,Mauro Júnior,23,https://cdn.sofifa.net/players/241/509/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,82,PSV,https://cdn.sofifa.net/teams/247/30.png,11000000,14000,2041,Left,1.0,3.0,4.0,High/ High,Lean (170-185),RB,,171,62,17600000,17.0
172871,J. Vertonghen,35,https://cdn.sofifa.net/players/172/871/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,81,81,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,7000000,13000,2040,Left,3.0,3.0,3.0,Medium/ Medium,Normal (185+),LCB,,191,89,14000000,5.0
189615,A. Cresswell,32,https://cdn.sofifa.net/players/189/615/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,78,78,West Ham United,https://cdn.sofifa.net/teams/19/30.png,9500000,60000,2038,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),LB,,175,66,18100000,3.0
190149,De Marcos,33,https://cdn.sofifa.net/players/190/149/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,77,77,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,5500000,25000,2036,Right,2.0,3.0,4.0,High/ Medium,Lean (170-185),RB,,182,78,11600000,18.0
234574,Diogo Dalot,23,https://cdn.sofifa.net/players/234/574/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,78,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,21000000,78000,2036,Right,2.0,4.0,3.0,High/ Medium,Normal (170-185),RB,,184,76,44100000,20.0
269775,A. Dixon,26,https://cdn.sofifa.net/players/269/775/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,78,81,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,17000000,46000,2033,Right,1.0,2.0,3.0,Medium/ High,Normal (170-),RB,,170,72,33600000,2.0
228881,D. Calabria,25,https://cdn.sofifa.net/players/228/881/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,80,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,25500000,60000,2033,Right,2.0,3.0,3.0,High/ High,Normal (170-185),RB,,177,70,45300000,2.0
235374,M. Lazzari,28,https://cdn.sofifa.net/players/235/374/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,16000000,51000,2031,Right,2.0,3.0,3.0,High/ Low,Lean (170-185),RB,,174,67,27200000,29.0
254909,O. Dorley,23,https://cdn.sofifa.net/players/254/909/23_60.png,Liberia,https://cdn.sofifa.net/flags/lr.png,75,81,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,8500000,1000,2028,Left,1.0,3.0,4.0,High/ High,Lean (170-185),LB,,174,66,20400000,19.0
247131,A. Espino,30,https://cdn.sofifa.net/players/247/131/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,78,78,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,12000000,30000,2028,Left,1.0,3.0,3.0,High/ Medium,Stocky (170-185),LB,,172,71,25200000,22.0
253149,J. Frimpong,21,https://cdn.sofifa.net/players/253/149/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,86,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,31500000,38000,2027,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),RB,,171,63,59900000,30.0
